movieId,title,year,genres,(NO GENRES LISTED),ACTION,ADVENTURE,ANIMATION,CHILDREN,COMEDY,CRIME,DOCUMENTARY,DRAMA,FANTASY,FILM-NOIR,HORROR,IMAX,MUSICAL,MYSTERY,ROMANCE,SCI-FI,THRILLER,WAR,WESTERN
5096,BABY'S DAY OUT (1994),1994,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,HEIDI (1937),1937,CHILDREN|DRAMA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5102,ROOKIE OF THE YEAR (1993),1993,COMEDY|FANTASY,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5103,"SANDLOT, THE (1993)",1993,CHILDREN|COMEDY|DRAMA,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5105,DON'T LOOK NOW (1973),1973,DRAMA|HORROR|THRILLER,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5106,CROSSROADS (2002),2002,COMEDY|MUSICAL|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5107,HART'S WAR (2002),2002,DRAMA|WAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5108,JOHN Q (2002),2002,CRIME|DRAMA|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5109,RETURN TO NEVER LAND (2002),2002,ADVENTURE|ANIMATION|CHILDREN,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,SUPER TROOPERS (2001),2001,COMEDY|CRIME|MYSTERY,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5111,"GOOD SON, THE (1993)",1993,DRAMA|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5112,LAST ORDERS (2001),2001,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5113,AFTER THE FOX (CACCIA ALLA VOLPE) (1966),1966,COMEDY|CRIME,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,"BAD AND THE BEAUTIFUL, THE (1952)",1952,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5116,DESIGNING WOMAN (1957),1957,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,SLEUTH (1972),1972,COMEDY|MYSTERY|THRILLER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5121,STROSZEK (1977),1977,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5127,DRAGONFLY (2002),2002,DRAMA|FANTASY|MYSTERY|ROMANCE|THRILLER,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
5128,QUEEN OF THE DAMNED (2002),2002,FANTASY|HORROR,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5131,HOW TO KILL YOUR NEIGHBOR'S DOG (2000),2000,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5134,MEAN MACHINE (2001),2001,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5135,MONSOON WEDDING (2001),2001,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5136,WENDIGO (2001),2001,DRAMA|HORROR,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5137,SCRATCH (2001),2001,DOCUMENTARY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5139,"BAD NEWS BEARS, THE (1976)",1976,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,VAMPIRE HUNTER D: BLOODLUST (BANPAIA HANTÂ D) (2000),2000,ANIMATION|FANTASY|HORROR|SCI-FI,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5147,WILD STRAWBERRIES (SMULTRONSTÄLLET) (1957),1957,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5151,40 DAYS AND 40 NIGHTS (2002),2002,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5152,WE WERE SOLDIERS (2002),2002,ACTION|DRAMA|WAR,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5155,"BIG BIRD CAGE, THE (1972)",1972,ACTION,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,"BIG DOLL HOUSE, THE (1971)",1971,ACTION,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,FERNGULLY: THE LAST RAINFOREST (1992),1992,ANIMATION|CHILDREN|COMEDY|MUSICAL,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5165,ZOMBIE (A.K.A. ZOMBIE 2: THE DEAD ARE AMONG US) (ZOMBI 2) (1979),1979,HORROR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5168,ROYAL WEDDING (1951),1951,COMEDY|MUSICAL|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5170,ALL ABOUT THE BENJAMINS (2002),2002,ACTION|COMEDY|CRIME,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,"TIME MACHINE, THE (2002)",2002,ACTION|ADVENTURE|SCI-FI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5177,"MAGNIFICENT AMBERSONS, THE (1942)",1942,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5178,FUN (1994),1994,CRIME|DRAMA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5181,HANGAR 18 (1980),1980,ACTION|SCI-FI|THRILLER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5187,HOPSCOTCH (1980),1980,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,HUMANOIDS FROM THE DEEP (1980),1980,HORROR|SCI-FI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5197,LITTLE DARLINGS (1980),1980,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5198,"LONG GOOD FRIDAY, THE (1980)",1980,DRAMA|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5202,MON ONCLE D'AMÉRIQUE (1980),1980,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5205,MOTEL HELL (1980),1980,COMEDY|HORROR,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5209,FFOLKES (1979),1979,ACTION|ADVENTURE|THRILLER,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5212,"OCTAGON, THE (1980)",1980,ACTION,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,"OH, GOD! BOOK II (1980)",1980,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,"OH, GOD! (1977)",1977,COMEDY|FANTASY,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5218,ICE AGE (2002),2002,ADVENTURE|ANIMATION|CHILDREN|COMEDY,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,RESIDENT EVIL (2002),2002,ACTION|HORROR|SCI-FI|THRILLER,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
5220,SHOWTIME (2002),2002,ACTION|COMEDY,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,HARRISON'S FLOWERS (2000),2000,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5222,KISSING JESSICA STEIN (2001),2001,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5224,PROMISES (2001),2001,DOCUMENTARY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5225,AND YOUR MOTHER TOO (Y TU MAMÁ TAMBIÉN) (2001),2001,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5226,ALL THE RIGHT MOVES (1983),1983,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5231,ROAD TO MOROCCO (1942),1942,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,TAPS (1981),1981,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5238,RETURN OF THE SECAUCUS 7 (1980),1980,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5239,RUDE BOY (1980),1980,DOCUMENTARY|DRAMA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5240,RUNNING SCARED (1980),1980,ACTION|DRAMA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5241,SEEMS LIKE OLD TIMES (1980),1980,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5244,SHOGUN ASSASSIN (1980),1980,ACTION|ADVENTURE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246,SMOKEY AND THE BANDIT II (1980),1980,ACTION|COMEDY,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5247,SMOKEY AND THE BANDIT (1977),1977,ACTION|COMEDY,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,SMOKEY AND THE BANDIT III (1983),1983,ACTION|COMEDY,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,STIR CRAZY (1980),1980,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,BLADE II (2002),2002,ACTION|HORROR|THRILLER,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5255,SORORITY BOYS (2002),2002,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5256,STOLEN SUMMER (2002),2002,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5258,GEORGE WASHINGTON (2000),2000,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5264,CLOCKSTOPPERS (2002),2002,ACTION|ADVENTURE|SCI-FI|THRILLER,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5265,DEATH TO SMOOCHY (2002),2002,COMEDY|CRIME|DRAMA,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5266,PANIC ROOM (2002),2002,THRILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5267,"ROOKIE, THE (2002)",2002,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5268,NO SUCH THING (2001),2001,DRAMA|FANTASY|ROMANCE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5269,"PIANO TEACHER, THE (LA PIANISTE) (2001)",2001,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5272,TIME OUT (L'EMPLOI DU TEMPS) (2001),2001,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5275,BOXCAR BERTHA (1972),1972,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5278,FRATERNITY VACATION (1985),1985,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5279,IMPROMPTU (1991),1991,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5282,HIGH CRIMES (2002),2002,THRILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5283,NATIONAL LAMPOON'S VAN WILDER (2002),2002,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5284,CRUSH (2001),2001,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5285,LUCKY BREAK (2001),2001,COMEDY|CRIME,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,"ATOMIC CAFE, THE (1982)",1982,DOCUMENTARY|WAR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5291,RASHOMON (RASHÔMON) (1950),1950,CRIME|DRAMA|MYSTERY,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5292,SLAP SHOT (1977),1977,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5293,CHANGING LANES (2002),2002,DRAMA|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5294,FRAILTY (2001),2001,CRIME|DRAMA|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5296,"SWEETEST THING, THE (2002)",2002,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5297,"CAT'S MEOW, THE (2002)",2002,DRAMA|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5298,HUMAN NATURE (2001),2001,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5299,MY BIG FAT GREEK WEDDING (2002),2002,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5300,3:10 TO YUMA (1957),1957,ACTION|ADVENTURE|DRAMA|THRILLER|WESTERN,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
5303,JOE VERSUS THE VOLCANO (1990),1990,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5304,"ROME, OPEN CITY (A.K.A. OPEN CITY) (ROMA, CITTÀ APERTA) (1945)",1945,DRAMA|WAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5307,TAKING CARE OF BUSINESS (1990),1990,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5308,THREE MEN AND A BABY (1987),1987,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309,THREE MEN AND A LITTLE LADY (1990),1990,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5311,"WATCHER IN THE WOODS, THE (1980)",1980,CHILDREN|HORROR|MYSTERY|THRILLER,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5312,MURDER BY NUMBERS (2002),2002,CRIME|THRILLER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5313,THE SCORPION KING (2002),2002,ACTION|ADVENTURE|FANTASY|THRILLER,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5316,ENIGMA (2001),2001,ROMANCE|THRILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5319,NINE QUEENS (NUEVE REINAS) (2000),2000,CRIME|THRILLER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5321,"TRIUMPH OF LOVE, THE (2001)",2001,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,WORLD TRAVELER (2001),2001,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5323,JASON X (2002),2002,HORROR|SCI-FI|THRILLER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
5324,LIFE OR SOMETHING LIKE IT (2002),2002,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5325,DOGTOWN AND Z-BOYZ (2001),2001,DOCUMENTARY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5328,RAIN (2001),2001,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5329,"SALTON SEA, THE (2002)",2002,CRIME|DRAMA|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5333,BOB LE FLAMBEUR (1955),1955,CRIME|DRAMA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5334,CADILLAC MAN (1990),1990,COMEDY|CRIME,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,DELIRIOUS (1991),1991,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,FULL MOON IN BLUE WATER (1988),1988,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5339,HUSBANDS AND WIVES (1992),1992,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5341,LENNY (1974),1974,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5345,TRIUMPH OF THE SPIRIT (1989),1989,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5346,WILD ORCHID (1990),1990,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5347,DEUCES WILD (2002),2002,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5348,HOLLYWOOD ENDING (2002),2002,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5349,SPIDER-MAN (2002),2002,ACTION|ADVENTURE|SCI-FI|THRILLER,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5353,BUTTERFLIES ARE FREE (1972),1972,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5356,"GIANT SPIDER INVASION, THE (1975)",1975,HORROR|SCI-FI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5357,IRON WILL (1994),1994,ADVENTURE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5358,MOUNTAINS OF THE MOON (1990),1990,ADVENTURE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5361,WHITE FANG (1991),1991,ADVENTURE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5363,"NEW GUY, THE (2002)",2002,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5364,UNFAITHFUL (2002),2002,DRAMA|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5365,"LADY AND THE DUKE, THE (ANGLAISE ET LE DUC, L') (2001)",2001,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5372,CALAMITY JANE (1953),1953,MUSICAL|WESTERN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5373,"CRANES ARE FLYING, THE (LETYAT ZHURAVLI) (1957)",1957,DRAMA|ROMANCE|WAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5375,"HARVEY GIRLS, THE (1946)",1946,COMEDY|MUSICAL|WESTERN,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5377,ABOUT A BOY (2002),2002,COMEDY|DRAMA|ROMANCE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5378,STAR WARS: EPISODE II - ATTACK OF THE CLONES (2002),2002,ACTION|ADVENTURE|SCI-FI|IMAX,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5379,"BELIEVER, THE (2001)",2001,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5380,"IMPORTANCE OF BEING EARNEST, THE (2002)",2002,COMEDY|DRAMA|ROMANCE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5382,EVERY WHICH WAY BUT LOOSE (1978),1978,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5384,I WANT TO LIVE! (1958),1958,CRIME|DRAMA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5385,"LAST WALTZ, THE (1978)",1978,DOCUMENTARY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5387,ENOUGH (2002),2002,DRAMA|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5388,INSOMNIA (2002),2002,ACTION|CRIME|DRAMA|MYSTERY|THRILLER,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
5389,SPIRIT: STALLION OF THE CIMARRON (2002),2002,ADVENTURE|ANIMATION|CHILDREN|WESTERN,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5390,CQ (2001),2001,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5391,THIRTEEN CONVERSATIONS ABOUT ONE THING (A.K.A. 13 CONVERSATIONS) (2001),2001,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5397,MONKEY BUSINESS (1952),1952,COMEDY|SCI-FI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5398,REQUIEM FOR A HEAVYWEIGHT (1962),1962,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5400,"SUM OF ALL FEARS, THE (2002)",2002,DRAMA|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5401,UNDERCOVER BROTHER (2002),2002,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5404,84 CHARING CROSS ROAD (1987),1987,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5409,RAPID FIRE (1992),1992,ACTION,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,SILENT RUNNING (1972),1972,DRAMA|SCI-FI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5414,BAD COMPANY (2002),2002,ACTION|COMEDY|CRIME,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,DIVINE SECRETS OF THE YA-YA SISTERHOOD (2002),2002,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5416,CHERISH (2002),2002,COMEDY|DRAMA|THRILLER,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5417,"FAST RUNNER, THE (ATANARJUAT) (2001)",2001,DRAMA|FANTASY,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5418,"BOURNE IDENTITY, THE (2002)",2002,ACTION|MYSTERY|THRILLER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5419,SCOOBY-DOO (2002),2002,ADVENTURE|CHILDREN|COMEDY|FANTASY|MYSTERY,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5420,WINDTALKERS (2002),2002,ACTION|DRAMA|WAR,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5421,"DANGEROUS LIVES OF ALTAR BOYS, THE (2002)",2002,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5422,"EMPEROR'S NEW CLOTHES, THE (2001)",2001,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,GANGSTER NO. 1 (2000),2000,ACTION|CRIME|THRILLER,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5424,HARVARD MAN (2001),2001,CRIME|DRAMA|ROMANCE|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
5425,DARK BLUE WORLD (TMAVOMODRÝ SVET) (2001),2001,DRAMA|WAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5427,CAVEMAN (1981),1981,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5428,CHEECH & CHONG'S THE CORSICAN BROTHERS (1984),1984,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5433,SILVER BULLET (STEPHEN KING'S SILVER BULLET) (1985),1985,ADVENTURE|DRAMA|HORROR|MYSTERY|THRILLER,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5434,"SORRY, WRONG NUMBER (1948)",1948,DRAMA|FILM-NOIR|THRILLER,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5435,HOMBRE (1967),1967,WESTERN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5437,"MANHATTAN PROJECT, THE (1986)",1986,COMEDY|SCI-FI|THRILLER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5438,MEN AT WORK (1990),1990,ACTION|COMEDY,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5440,SHE WORE A YELLOW RIBBON (1949),1949,WESTERN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5442,V. I. WARSHAWSKI (1991),1991,ACTION|COMEDY|CRIME,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5443,JUWANNA MANN (2002),2002,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5444,LILO & STITCH (2002),2002,ADVENTURE|ANIMATION|CHILDREN|SCI-FI,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5445,MINORITY REPORT (2002),2002,ACTION|CRIME|MYSTERY|SCI-FI|THRILLER,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
5446,RABBIT-PROOF FENCE (2002),2002,ADVENTURE|DRAMA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5447,SUNSHINE STATE (2002),2002,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5448,HEY ARNOLD! THE MOVIE (2002),2002,ADVENTURE|ANIMATION|CHILDREN|COMEDY,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
